0.0,0.061
0.004,0.098
0.008,0.122
0.012,0.146
0.016,0.171
0.02,0.207
0.024,0.244
0.028,0.244
0.032,0.244
0.036000000000000004,0.244
0.04,0.244
0.044,0.207
0.048,0.159
0.052000000000000005,0.146
0.056,0.122
0.06,0.11
0.064,0.061
0.068,0.024
0.07200000000000001,0.024
0.076,0.0
0.08,0.0
0.084,0.0
0.088,0.0
0.092,0.0
0.096,0.0
0.1,-0.024
0.10400000000000001,0.0
0.108,-0.037
0.112,-0.073
0.116,-0.073
0.12,-0.073
0.124,-0.073
0.128,-0.098
0.132,-0.098
0.136,-0.073
0.14,-0.049
0.14400000000000002,-0.073
0.148,-0.11
0.152,-0.122
0.156,-0.146
0.16,-0.171
0.164,-0.195
0.168,-0.171
0.17200000000000001,-0.195
0.176,-0.171
0.18,-0.134
0.184,-0.085
0.188,-0.183
0.192,-0.427
0.196,-0.902
0.2,-1.585
0.20400000000000001,-2.305
0.20800000000000002,-2.805
0.212,-2.976
0.224,-2.902
0.228,-2.744
0.232,-2.598
0.23600000000000002,-2.439
0.24,-2.28
0.244,-2.159
0.248,-2.073
0.252,-1.976
0.256,-1.866
0.26,-1.78
0.264,-1.707
0.268,-1.622
0.272,-1.512
0.276,-1.366
0.28,-1.207
0.28400000000000003,-1.049
0.28800000000000003,-0.866
0.292,-0.683
0.296,-0.512
0.3,-0.354
0.304,-0.232
0.308,-0.146
0.312,-0.085
0.316,-0.049
0.32,-0.024
0.324,0.0
0.328,0.024
0.332,0.049
0.336,0.024
0.34,0.049
0.34400000000000003,0.061
0.34800000000000003,0.098
0.352,0.122
0.356,0.122
0.36,0.146
0.364,0.146
0.368,0.146
0.372,0.122
0.376,0.146
0.38,0.146
0.384,0.171
0.388,0.146
0.392,0.146
0.396,0.183
0.4,0.232
0.404,0.268
0.40800000000000003,0.244
0.41200000000000003,0.28
0.41600000000000004,0.317
0.42,0.317
0.424,0.317
0.428,0.341
0.432,0.317
0.436,0.341
0.44,0.317
0.444,0.317
0.448,0.293
0.452,0.268
0.456,0.244
0.46,0.207
0.464,0.171
0.468,0.134
0.47200000000000003,0.085
0.47600000000000003,0.024
0.48,-0.037
0.484,-0.085
0.488,-0.146
0.492,-0.207
0.496,-0.256
0.5,-0.305
0.504,-0.354
0.508,-0.39
0.512,-0.427
0.516,-0.476
0.52,-0.512
0.524,-0.537
0.528,-0.537
0.532,-0.561
0.536,-0.561
0.54,-0.585
0.544,-0.585
0.548,-0.61
0.552,-0.585
0.556,-0.561
0.56,-0.585
0.5640000000000001,-0.585
0.5680000000000001,-0.61
0.5720000000000001,-0.585
0.5760000000000001,-0.61
0.58,-0.585
0.584,-0.585
0.588,-0.622
0.592,-0.622
0.596,-0.585
0.6,-0.585
0.604,-0.585
0.608,-0.585
0.612,-0.561
0.616,-0.561
0.62,-0.585
0.624,-0.561
0.628,-0.537
0.632,-0.537
0.636,-0.524
0.64,-0.573
0.644,-0.537
0.648,-0.512
0.652,-0.537
0.656,-0.512
0.66,-0.537
0.664,-0.512
0.668,-0.512
0.672,-0.512
0.676,-0.512
0.68,-0.537
0.684,-0.512
0.6880000000000001,-0.537
0.6920000000000001,-0.537
0.6960000000000001,-0.537
0.7000000000000001,-0.537
0.704,-0.524
0.708,-0.488
0.712,-0.488
0.716,-0.512
0.72,-0.488
0.724,-0.488
0.728,-0.488
0.732,-0.512
0.736,-0.512
0.74,-0.488
0.744,-0.488
0.748,-0.488
0.752,-0.488
0.756,-0.476
0.76,-0.427
0.764,-0.39
0.768,-0.354
0.772,-0.317
0.776,-0.293
0.78,-0.293
0.784,-0.268
0.788,-0.268
0.792,-0.268
0.796,-0.305
0.8,-0.354
0.804,-0.39
0.808,-0.378
0.812,-0.427
0.8160000000000001,-0.439
0.8200000000000001,-0.476
0.8240000000000001,-0.488
0.8280000000000001,-0.488
0.8320000000000001,-0.463
0.836,-0.488
0.84,-0.512
0.844,-0.488
0.848,-0.512
0.852,-0.5
0.856,-0.463
0.86,-0.488
0.864,-0.512
0.868,-0.512
0.872,-0.512
0.876,-0.488
0.88,-0.488
0.884,-0.524
0.888,-0.512
0.892,-0.512
0.896,-0.512
0.9,-0.512
0.904,-0.512
0.908,-0.512
0.912,-0.488
0.916,-0.488
0.92,-0.488
0.924,-0.463
0.928,-0.439
0.932,-0.415
0.936,-0.354
0.9400000000000001,-0.366
0.9440000000000001,-0.561
0.9480000000000001,-0.951
0.9520000000000001,-1.561
0.9560000000000001,-2.256
0.96,-2.793
0.98,-2.927
0.984,-2.805
0.988,-2.659
0.992,-2.476
0.996,-2.305
1.0,-2.207
