0.0,-0.293
0.004,-0.314
0.008,-0.314
0.012,-0.3
0.016,-0.314
0.02,-0.3
0.024,-0.3
0.028,-0.286
0.032,-0.286
0.036000000000000004,-0.3
0.04,-0.286
0.044,-0.3
0.048,-0.314
0.052000000000000005,-0.314
0.056,-0.3
0.06,-0.3
0.064,-0.293
0.068,-0.264
0.07200000000000001,-0.243
0.076,-0.221
0.08,-0.193
0.084,-0.171
0.088,-0.171
0.092,-0.164
0.096,-0.143
0.1,-0.136
0.10400000000000001,-0.114
0.108,-0.114
0.112,-0.114
0.116,-0.107
0.12,-0.086
0.124,-0.1
0.128,-0.121
0.132,-0.157
0.136,-0.2
0.14,-0.236
0.14400000000000002,-0.271
0.148,-0.286
0.152,-0.307
0.156,-0.314
0.16,-0.314
0.164,-0.314
0.168,-0.314
0.17200000000000001,-0.336
0.176,-0.329
0.18,-0.343
0.184,-0.35
0.188,-0.307
0.192,-0.25
0.196,-0.15
0.2,0.057
0.20400000000000001,0.364
0.20800000000000002,0.657
0.212,0.864
0.216,0.993
0.22,0.864
0.224,0.314
0.228,-0.521
0.232,-1.243
0.23600000000000002,-1.629
0.24,-1.743
0.244,-1.607
0.248,-1.343
0.252,-1.021
0.256,-0.764
0.26,-0.607
0.264,-0.507
0.268,-0.45
0.272,-0.443
0.276,-0.429
0.28,-0.443
0.28400000000000003,-0.429
0.28800000000000003,-0.429
0.292,-0.407
0.296,-0.386
0.3,-0.407
0.304,-0.421
0.308,-0.407
0.312,-0.436
0.316,-0.443
0.32,-0.457
0.324,-0.457
0.328,-0.471
0.332,-0.471
0.336,-0.45
0.34,-0.429
0.34400000000000003,-0.443
0.34800000000000003,-0.464
0.352,-0.443
0.356,-0.464
0.36,-0.493
0.364,-0.5
0.368,-0.514
0.372,-0.5
0.376,-0.514
0.38,-0.5
0.384,-0.514
0.388,-0.529
0.392,-0.529
0.396,-0.557
0.4,-0.6
0.404,-0.614
0.40800000000000003,-0.636
0.41200000000000003,-0.657
0.41600000000000004,-0.657
0.42,-0.671
0.424,-0.686
0.428,-0.7
0.432,-0.7
0.436,-0.729
0.44,-0.771
0.444,-0.8
0.448,-0.8
0.452,-0.814
0.456,-0.829
0.46,-0.843
0.464,-0.843
0.468,-0.864
0.47200000000000003,-0.871
0.47600000000000003,-0.871
0.48,-0.871
0.484,-0.886
0.488,-0.907
0.492,-0.9
0.496,-0.9
0.5,-0.9
0.504,-0.886
0.508,-0.836
0.512,-0.779
0.516,-0.721
0.52,-0.671
0.524,-0.629
0.528,-0.586
0.532,-0.543
0.536,-0.486
0.54,-0.429
0.544,-0.393
0.548,-0.357
0.552,-0.314
0.556,-0.279
0.56,-0.243
0.5640000000000001,-0.214
0.5680000000000001,-0.214
0.5720000000000001,-0.229
0.5760000000000001,-0.214
0.58,-0.2
0.584,-0.221
0.588,-0.243
0.592,-0.243
0.596,-0.229
0.6,-0.243
0.604,-0.236
0.608,-0.214
0.612,-0.214
0.616,-0.214
0.62,-0.229
0.624,-0.25
0.628,-0.257
0.632,-0.271
0.636,-0.293
0.64,-0.286
0.644,-0.286
0.648,-0.271
0.652,-0.271
0.656,-0.257
0.66,-0.271
0.664,-0.271
0.668,-0.293
0.672,-0.314
0.676,-0.314
0.68,-0.3
0.684,-0.3
0.6880000000000001,-0.3
0.6920000000000001,-0.286
0.6960000000000001,-0.3
0.7000000000000001,-0.286
0.704,-0.3
0.708,-0.314
0.712,-0.3
0.716,-0.3
0.72,-0.3
0.724,-0.3
0.728,-0.3
0.732,-0.286
0.736,-0.264
0.74,-0.243
0.744,-0.264
0.748,-0.257
0.752,-0.25
0.756,-0.286
0.76,-0.186
0.764,0.05
0.768,0.393
0.772,0.736
0.776,0.964
0.78,0.75
0.784,0.071
0.788,-0.771
0.792,-1.371
0.796,-1.65
0.8,-1.693
0.804,-1.564
0.808,-1.329
0.812,-1.0
0.8160000000000001,-0.657
0.8200000000000001,-0.371
0.8240000000000001,-0.2
0.8280000000000001,-0.136
0.8320000000000001,-0.114
0.836,-0.136
0.84,-0.143
0.844,-0.143
0.848,-0.164
0.852,-0.186
0.856,-0.2
0.86,-0.2
0.864,-0.193
0.868,-0.171
0.872,-0.186
0.876,-0.207
0.88,-0.229
0.884,-0.236
0.888,-0.264
0.892,-0.293
0.896,-0.321
0.9,-0.329
0.904,-0.329
0.908,-0.35
0.912,-0.357
0.916,-0.336
0.92,-0.314
0.924,-0.329
0.928,-0.329
0.932,-0.35
0.936,-0.371
0.9400000000000001,-0.393
0.9440000000000001,-0.414
0.9480000000000001,-0.429
0.9520000000000001,-0.443
0.9560000000000001,-0.464
0.96,-0.457
0.964,-0.471
0.968,-0.471
0.972,-0.493
0.976,-0.521
0.98,-0.557
0.984,-0.593
0.988,-0.614
0.992,-0.629
0.996,-0.643
1.0,-0.643
1.004,-0.643
